source,imageId,blogSlug,blogOrder,blogCover,blogTitle,blogCouple,blogVenue,blogWeddingDate,blogExcerpt,venue,category,filename,aiTags,aiAlt,aiCaption,aiReviewed,aiTextReviewed,aiModel,aiUpdatedAt,aiRating,aiEmotion,aiStoryMoment,aiLighting,aiWeather,aiColours,aiPeople
gallery,MKB000051,,,,,,,,,Ballyscullion park,ceremony,MKB-weddings-mkb-photography-northern-ireland-wedding-photographer-ballyscullion-park-belaghy-wedding-photography13_500.webp,ballyscullion park|outdoor ceremony|woodland wedding|ceremony processional|bridesmaids|flower girl|wedding guests|autumn tones|natural light|romantic mood|aisle entrance|northern ireland wedding,"Bridesmaids and a flower girl walk the aisle at an outdoor Ballyscullion Park ceremony in Belaghy, with autumn woodland light","A relaxed ceremony processional at Ballyscullion Park, Belaghy, with bridesmaids, a flower girl and guests gathered in soft autumn light.",,,gpt-5.5,2026-07-05T09:14:49.983Z,,,,,,,
gallery,MKB000052,,,,,,,,,Ballyscullion park,ceremony,MKB-weddings-mkb-photography-northern-ireland-wedding-photographer-ballyscullion-park-belaghy-wedding-photography5_500.webp,ballyscullion park|ceremony|bride and groom|wedding cake|cake cutting|floral decor|indoor wedding|soft light|romantic|joyful|candid moment|northern ireland wedding,"Bride and groom cutting their wedding cake at Ballyscullion Park in Belaghy, with soft indoor light and floral decor","A relaxed cake cutting moment at Ballyscullion Park in Belaghy, captured in soft indoor light with a warm, joyful feel.",,,gpt-5.5,2026-07-05T09:15:16.714Z,,,,,,,
gallery,MKB000053,,,,,,,,,Ballyscullion park,ceremony,MKB_Photography-Northern-ireland-wedding-photography-northern-ireland-wedding-photographer-Ballyscullion-park-wedding-photography-full-res-155_500.webp,ceremony|first kiss|bride and groom|wedding guests|outdoor ceremony|marquee|natural light|romantic|joyful|ballyscullion park|northern ireland wedding|applause,"First kiss during an outdoor ceremony at Ballyscullion Park, Belaghy, with guests applauding in soft natural light",A relaxed ceremony moment at Ballyscullion Park in Belaghy as the couple share their first kiss to warm applause from guests.,,,gpt-5.5,2026-07-05T09:15:42.416Z,,,,,,,
gallery,MKB000054,,,,,,,,,Ballyscullion park,couple portraits,MKB-weddings-mkb-photography-northern-ireland-wedding-photographer-ballyscullion-park-belaghy-wedding-photography10_500.webp,couple portraits|bride and groom|outdoor wedding|garden setting|soft natural light|romantic mood|intimate moment|wedding veil|lace wedding dress|navy suit|seated portrait|ballyscullion park,"Bride and groom seated together in soft natural light during couple portraits at Ballyscullion Park, Belaghy","A quiet seated portrait in the gardens at Ballyscullion Park, with soft light and a relaxed moment between the couple.",,,gpt-5.5,2026-07-05T09:16:07.682Z,,,,,,,
gallery,MKB000055,,,,,,,,,Ballyscullion park,couple portraits,MKB-weddings-mkb-photography-northern-ireland-wedding-photographer-ballyscullion-park-belaghy-wedding-photography2_500.webp,ballyscullion park|sparkler exit|couple portrait|bride and groom|wedding guests|evening wedding|twilight|festive lights|romantic|celebration|outdoor wedding|candid moment,"Couple walking through a sparkler exit at Ballyscullion Park in Belaghy, surrounded by guests at twilight","A relaxed twilight portrait at Ballyscullion Park, with the couple moving through sparklers and guests gathered close in celebration.",,,gpt-5.5,2026-07-05T09:16:32.997Z,,,,,,,
gallery,MKB000056,,,,,,,,,Ballyscullion park,couple portraits,mkb-weddings-irish-wedding-photographer-ballyscullion-park-bellaghy-photography-150_500.webp,ballyscullion park|couple portraits|bride and groom|outdoor wedding|garden portrait|soft sunlight|romantic|natural light|summer wedding|intimate moment|irish wedding|candid portrait,"Bride and groom sharing a quiet garden portrait in soft sunlight at Ballyscullion Park, Belaghy.","A relaxed couple portrait in the gardens at Ballyscullion Park, with soft summer light and a quiet moment together.",,,gpt-5.5,2026-07-05T09:16:57.901Z,,,,,,,
gallery,MKB000057,,,,,,,,,Ballyscullion park,couple portraits,mkb-weddings-irish-wedding-photographer-ballyscullion-park-bellaghy-photography-152_500.webp,ballyscullion park|couple portraits|bride and groom|outdoor portraits|meadow|woodland|natural light|romantic|walking together|summer wedding|intimate moment|irish wedding,"Bride and groom walking through a summer meadow at Ballyscullion Park, Belaghy, during relaxed couple portraits","A quiet walk through the meadow at Ballyscullion Park in Belaghy, captured in natural light with a relaxed documentary feel.",,,gpt-5.5,2026-07-05T09:17:23.074Z,,,,,,,
gallery,MKB000058,,,,,,,,,Ballyscullion park,couple portraits,mkb-weddings-irish-wedding-photographer-ballyscullion-park-bellaghy-photography-179_500.webp,couple portraits|bride and groom|outdoor portrait|dramatic sky|golden light|romantic mood|holding hands|wedding dress|groom suit|ballyscullion park|evening portraits|irish wedding,Bride and groom holding hands in golden evening light under a dramatic sky at Ballyscullion Park,"A relaxed couple portrait at Ballyscullion Park in Belaghy, with golden light, open skies and a quiet documentary feel.",,,gpt-5.5,2026-07-05T09:17:48.082Z,,,,,,,
gallery,MKB000059,,,,,,,,,Ballyscullion park,couple portraits,mkb-weddings-irish-wedding-photographer-ballyscullion-park-bellaghy-photography-447_500.webp,ballyscullion park|couple portraits|bride and groom|woodland|night portrait|dramatic lighting|romantic|intimate|wedding portraits|bridal bouquet,Night-time couple portrait at Ballyscullion Park with dramatic woodland lighting and a bridal bouquet,"A quiet night portrait at Ballyscullion Park, with soft woodland light giving the couple portraits a warm, intimate feel.",,,gpt-5.5,2026-07-05T09:18:13.384Z,,,,,,,
gallery,MKB000060,,,,,,,,,Ballyscullion park,couple portraits,mkb-weddings-irish-wedding-photographer-ballyscullion-park-bellaghy-photography-460_500.webp,couple portrait|bride and groom|outdoor portrait|natural light|golden hour|romantic|intimate|smiling bride|wedding veil|ballyscullion park|wedding day|close up,"Bride and groom smiling together in golden hour light during couple portraits at Ballyscullion Park, Belaghy.","A relaxed golden hour portrait at Ballyscullion Park, with the bride and groom sharing a quiet smile in the soft evening light.",,,gpt-5.5,2026-07-05T09:18:38.537Z,,,,,,,
gallery,MKB000061,,,,,,,,,Ballyscullion park,couple portraits,mkb-weddings-irish-wedding-photographer-ballyscullion-park-bellaghy-photography-480_500.webp,ballyscullion park|couple portraits|bride and groom|woodland path|outdoor wedding|dramatic lighting|romantic mood|irish wedding|forest portraits|wedding dress|groom suit|intimate moment,"Bride and groom on a woodland path at Ballyscullion Park, Belaghy, with dramatic light during their couple portraits","A quiet moment on the woodland path at Ballyscullion Park, with soft drama in the light and a relaxed feel to the couple portraits.",,,gpt-5.5,2026-07-05T09:19:03.938Z,,,,,,,
gallery,MKB000062,,,,,,,,,Ballyscullion park,couple portraits,mkb-weddings-irish-wedding-photographer-ballyscullion-park-bellaghy-photography-485_500.webp,ballyscullion park|couple portraits|bride and groom|wedding kiss|manor house|estate lawn|flowing veil|overcast light|romantic|elegant|outdoor portraits|irish wedding,"Bride and groom sharing a kiss on the estate lawn at Ballyscullion Park, with a flowing veil and manor house behind them.","A quiet kiss on the lawn at Ballyscullion Park, with soft overcast light, a flowing veil and the manor house setting the scene.",,,gpt-5.5,2026-07-05T09:19:29.329Z,,,,,,,
gallery,MKB000063,,,,,,,,,Ballyscullion park,couple portraits,MKB-weddings-mkb-photography-northern-ireland-wedding-photographer-ballyscullion-park-belaghy-wedding-photography3_500.webp,couple portraits|ballyscullion park|bride and groom|sunset portraits|dusk light|garden lawn|romantic mood|walking together|evening sky|outdoor wedding|northern ireland wedding|wedding portraits,"Bride and groom walking across the garden lawn at Ballyscullion Park, Belaghy, in soft dusk light","A relaxed evening portrait at Ballyscullion Park, with the couple walking together across the lawn as the light settles over Belaghy.",,,gpt-5.5,2026-07-05T09:19:55.021Z,,,,,,,
gallery,MKB000064,,,,,,,,,Ballyscullion park,couple portraits,MKB-weddings-mkb-photography-northern-ireland-wedding-photographer-ballyscullion-park-belaghy-wedding-photography6_500.webp,ballyscullion park|couple portraits|bride and groom|holding hands|outdoor portrait|vintage petrol pump|stone wall|soft light|relaxed mood|romantic|wedding bouquet|wedding day,"Bride and groom holding hands by a vintage petrol pump at Ballyscullion Park, Belaghy, in soft natural light.","A relaxed couple portrait at Ballyscullion Park in Belaghy, with soft light, a stone wall and a vintage petrol pump adding character to the scene.",,,gpt-5.5,2026-07-05T09:20:19.505Z,,,,,,,
gallery,MKB000065,,,,,,,,,Ballyscullion park,couple portraits,MKB-weddings-mkb-photography-northern-ireland-wedding-photographer-ballyscullion-park-belaghy-wedding-photography7_500.webp,ballyscullion park|couple portraits|woodland|bride and groom|moody lighting|natural light|romantic|atmospheric|wedding portraits|outdoor wedding|forest backdrop|dramatic,"Bride and groom in moody natural light among woodland at Ballyscullion Park, Belaghy","A quiet couple portrait in the woodland at Ballyscullion Park, with natural light and a relaxed, atmospheric feel.",,,gpt-5.5,2026-07-05T09:20:45.209Z,,,,,,,
gallery,MKB000066,,,,,,,,,Ballyscullion park,couple portraits,MKB-weddings-mkb-photography-northern-ireland-wedding-photographer-ballyscullion-park-belaghy-wedding-photography8_500.webp,ballyscullion park|couple portraits|bride and groom|woodland|kissing|natural light|dramatic lighting|romantic|intimate|wedding bouquet|outdoor wedding|northern ireland wedding,"Bride and groom kissing in woodland light during couple portraits at Ballyscullion Park, Belaghy","A quiet woodland moment at Ballyscullion Park in Belaghy, with the couple framed in natural light during their wedding portraits.",,,gpt-5.5,2026-07-05T09:21:10.400Z,,,,,,,
gallery,MKB000067,,,,,,,,,Ballyscullion park,couple portraits,MKB-weddings-mkb-photography-northern-ireland-wedding-photographer-ballyscullion-park-belaghy-wedding-photography9_500.webp,ballyscullion park|couple portraits|bride and groom|wedding bouquet|sunflower bouquet|natural light|romantic|joyful|outdoor portraits|wedding dress|groom suit|newlyweds,"Newlyweds laughing during outdoor couple portraits at Ballyscullion Park, Belaghy, with the bride holding a sunflower bouquet","A relaxed Ballyscullion Park portrait in natural light, with the newlyweds sharing a joyful moment and the sunflower bouquet adding a warm pop of colour.",,,gpt-5.5,2026-07-05T09:21:35.588Z,,,,,,,
gallery,MKB000068,,,,,,,,,Ballyscullion park,couple portraits,MKB_Photography-Northern-ireland-wedding-photography-northern-ireland-wedding-photographer-Ballyscullion-park-wedding-photography-full-res-269_500.webp,couple portraits|bride and groom|woodland|natural light|romantic|intimate|wedding portrait|veil|black tie|soft focus|ballyscullion park,"Bride and groom share a quiet woodland portrait at Ballyscullion Park, with soft natural light and her veil moving gently.","A relaxed couple portrait in the woodland at Ballyscullion Park, Belaghy, capturing soft light, black tie style and a quiet moment together.",,,gpt-5.5,2026-07-05T09:22:01.197Z,,,,,,,
gallery,MKB000069,,,,,,,,,Ballyscullion park,couple portraits,MKB_Photography-Northern-ireland-wedding-photography-northern-ireland-wedding-photographer-Ballyscullion-park-wedding-photography-full-res-272_500.webp,ballyscullion park|couple portraits|bride and groom|woodland|black and white|dramatic light|romantic|intimate|wedding portrait|veil|tree canopy|moody,"Black and white couple portrait under the tree canopy at Ballyscullion Park, with the bride’s veil catching dramatic woodland light","A quiet black and white portrait at Ballyscullion Park in Belaghy, framed by woodland shade and soft light through the trees.",,,gpt-5.5,2026-07-05T09:22:26.480Z,,,,,,,
gallery,MKB000070,,,,,,,,,Ballyscullion park,couple portraits,MKB_Photography-Northern-ireland-wedding-photography-northern-ireland-wedding-photographer-Ballyscullion-park-wedding-photography-full-res-277_500.webp,couple portraits|bride and groom|garden archway|brick wall|romantic|intimate|soft light|outdoor wedding|wedding dress|groom suit|ballyscullion park|wedding portraits,Bride and groom share a quiet portrait by a brick garden archway at Ballyscullion Park in Belaghy,"A relaxed couple portrait in soft light beside the garden archway at Ballyscullion Park, with a calm, intimate feel.",,,gpt-5.5,2026-07-05T09:22:51.271Z,,,,,,,
gallery,MKB000071,,,,,,,,,Ballyscullion park,couple portraits,MKB_Photography-Northern-ireland-wedding-photography-northern-ireland-wedding-photographer-Ballyscullion-park-wedding-photography-full-res-370_500.webp,ballyscullion park|couple portraits|bride and groom|outdoor portraits|golden hour|sunset light|romantic|intimate moment|wedding dress|black tie groom|garden lawn|northern ireland wedding,Bride and groom sharing a quiet golden hour portrait on the garden lawn at Ballyscullion Park,"A relaxed couple portrait in soft sunset light on the lawns at Ballyscullion Park, Belaghy.",,,gpt-5.5,2026-07-05T09:39:35.626Z,,,,,,,
gallery,MKB000072,,,,,,,,,Ballyscullion park,couple portraits,MKB_Photography-Northern-ireland-wedding-photography-northern-ireland-wedding-photographer-Ballyscullion-park-wedding-photography-full-res-373_500.webp,ballyscullion park|couple portraits|bride and groom|outdoor portraits|golden hour|sunset light|romantic|walking together|wedding day|estate gardens|backlit|elegant,"Bride and groom walking together in golden hour light at Ballyscullion Park, Belaghy","A relaxed couple portrait at Ballyscullion Park, with the bride and groom walking through the estate gardens in soft sunset light.",,,gpt-5.5,2026-07-05T09:40:00.548Z,,,,,,,
gallery,MKB000073,,,,,,,,,Ballyscullion park,details and decor,mkb-weddings-irish-wedding-photographer-ballyscullion-park-bellaghy-photography-497_500.webp,wedding table|reception decor|table setting|table number|place cards|floral centerpiece|white linens|dining room|natural light|elegant decor|wedding details|ballyscullion park,"Wedding table setting with place cards, florals and white linens at Ballyscullion Park in Belaghy",Soft natural light and elegant table details set the tone for a relaxed wedding reception at Ballyscullion Park.,,,gpt-5.5,2026-07-05T09:40:25.225Z,,,,,,,
gallery,MKB000074,,,,,,,,,Ballyscullion park,details and decor,MKB_Photography-Northern-ireland-wedding-photography-northern-ireland-wedding-photographer-Ballyscullion-park-wedding-photography-full-res-42_500.webp,ballyscullion park|wedding details|bridesmaid dresses|dress hanging|personalised hangers|sparkly dresses|bridal party|getting ready|indoor light|soft mood|wedding morning|decor details,"Sparkly bridesmaid dresses on personalised hangers during wedding morning prep at Ballyscullion Park, Belaghy",Soft indoor light catches the bridesmaid dresses and personalised hangers during a relaxed wedding morning at Ballyscullion Park.,,,gpt-5.5,2026-07-05T09:40:52.566Z,,,,,,,
